Genre,Name,Platform,Publisher,Rank,Year,% Europe,% Japan,% North America,% Other,Europe Sales,Global Sales,Japan Sales,North America Sales,Number of Video Games,Other Sales
Strategy,World in Conflict,PC,Vivendi Games,14020,2007,75%,0%,0%,25%,0.03,0.04,0,0,1,0.01
Strategy,Company of Heroes: Opposing Fronts,PC,THQ,13705,2007,75%,0%,25%,25%,0.03,0.04,0,0.01,1,0.01
Strategy,Supreme Commander,PC,THQ,13340,2007,80%,0%,0%,20%,0.04,0.05,0,0,1,0.01
Strategy,Age of Empires III: The Asian Dynasties,PC,Microsoft Game Studios,12179,2007,71%,0%,0%,14%,0.05,0.07,0,0,1,0.01
Strategy,Command & Conquer 3: Tiberium Wars,PC,Electronic Arts,12068,2007,86%,0%,0%,14%,0.06,0.07,0,0,1,0.01
Strategy,Star Wars: Empire at War - Gold Pack,PC,LucasArts,10935,2007,67%,0%,11%,11%,0.06,0.09,0,0.01,1,0.01
Strategy,Farm Frenzy,PC,Mumbo Jumbo,15824,2008,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Strategy,Blitzkrieg 2 Anthology,PC,Ascaron Entertainment GmbH,16049,2008,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Command & Conquer 3: Kane's Wrath,PC,Electronic Arts,15604,2008,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,Imperium Romanum,PC,Kalypso Media,15965,2008,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,Command & Conquer 3: Deluxe Edition,PC,Electronic Arts,15235,2008,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Stronghold Crusader Extreme,PC,Gamecock,15029,2008,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Europa Universalis III Complete,PC,Paradox Interactive,14997,2008,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,"Warhammer 40,000: Dawn of War: Soulstorm",PC,THQ,15488,2008,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Sins of a Solar Empire,PC,Pinnacle,14468,2008,67%,0%,0%,33%,0.02,0.03,0,0,1,0.01
Strategy,Hotel Giant 2,PC,JoWood Productions,14079,2008,75%,0%,0%,25%,0.03,0.04,0,0,1,0.01
Strategy,Command & Conquer: Red Alert 3,PC,Electronic Arts,3042,2008,96%,0%,1%,3%,0.64,0.67,0,0.01,1,0.02
Strategy,Medieval II: Total War Gold Edition,PC,Sega,5134,2008,89%,0%,0%,8%,0.33,0.37,0,0,1,0.03
Strategy,Zoo Tycoon 2: Ultimate Collection,PC,Microsoft Game Studios,6468,2008,69%,0%,15%,15%,0.18,0.26,0,0.04,1,0.04
Strategy,Spore,PC,Electronic Arts,1719,2008,91%,0%,3%,8%,1.06,1.17,0,0.03,1,0.09
Strategy,East India Company,PC,Paradox Interactive,16073,2009,0%,0%,100%,0%,0,0.01,0,0.01,1,0
Strategy,Elven Legacy,PC,Paradox Interactive,15872,2009,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Strategy,WorldShift,PC,Playlogic Game Factory,15574,2009,0%,0%,100%,0%,0,0.02,0,0.02,1,0
Strategy,BattleForge,PC,Electronic Arts,16189,2009,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Spore Galactic Adventures,PC,Electronic Arts,16542,2009,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Order of War,PC,Square Enix,15252,2009,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,Demigod,PC,Atari,14976,2009,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,War Leaders: Clash of Nations,PC,CDV Software Entertainment,15312,2009,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Battlestations: Pacific,PC,Eidos Interactive,14872,2009,67%,0%,0%,0%,0.02,0.03,0,0,1,0
Strategy,Tropico Reloaded,PC,Kalypso Media,14934,2009,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Stormrise,PC,Sega,15294,2009,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Tom Clancy's EndWar,PC,Ubisoft,15090,2009,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Codename: Panzers Cold War,PC,Atari,14424,2009,67%,0%,0%,33%,0.02,0.03,0,0,1,0.01
Strategy,Men of War,PC,505 Games,14302,2009,67%,0%,33%,33%,0.02,0.03,0,0.01,1,0.01
Strategy,Farm Frenzy 3,PC,Alawar Entertainment,13666,2009,75%,0%,0%,25%,0.03,0.04,0,0,1,0.01
Strategy,Company of Heroes: Tales of Valor,PC,THQ,13635,2009,75%,0%,0%,25%,0.03,0.04,0,0,1,0.01
Strategy,World in Conflict: Complete Edition,PC,Ubisoft,14030,2009,75%,0%,0%,25%,0.03,0.04,0,0,1,0.01
Strategy,Tropico 3,PC,Kalypso Media,13430,2009,80%,0%,0%,20%,0.04,0.05,0,0,1,0.01
Strategy,"Plants vs, Zombies",PC,PopCap Games,13034,2009,80%,0%,0%,20%,0.04,0.05,0,0,1,0.01
Strategy,Hearts of Iron III,PC,Paradox Interactive,11993,2009,57%,0%,14%,14%,0.04,0.07,0,0.01,1,0.01
Strategy,The Stronghold Collection,PC,Take-Two Interactive,9638,2009,62%,0%,23%,15%,0.08,0.13,0,0.03,1,0.02
Strategy,"Warhammer 40,000: Dawn of War II",PC,THQ,4182,2009,96%,0%,0%,4%,0.45,0.47,0,0,1,0.02
Strategy,Age of Empires III: Complete Collection,PC,Microsoft Game Studios,8296,2009,71%,0%,6%,18%,0.12,0.17,0,0.01,1,0.03
Strategy,Company of Heroes: Anthology,PC,THQ,8042,2009,83%,0%,0%,22%,0.15,0.18,0,0,1,0.04
Strategy,Empire: Total War,PC,Sega,1884,2009,89%,0%,1%,10%,0.97,1.09,0,0.01,1,0.11
Strategy,Patrician IV,PC,Kalypso Media,13787,2010,0%,0%,75%,0%,0,0.04,0,0.03,1,0
Strategy,Command & Conquer 4: Tiberian Twilight,PC,Electronic Arts,15821,2010,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,Tropico 3: Gold Edition,PC,Kalypso Media,16367,2010,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Disciples III: Renaissance,PC,Kalypso Media,15728,2010,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,Achtung Panzer: Kharkov 1943,PC,Mamba Games,15816,2010,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,Elven Legacy Collection,PC,Paradox Interactive,15744,2010,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,THQ,10694,2010,10%,0%,80%,10%,0.01,0.1,0,0.08,1,0.01
Strategy,Commander: Conquest of the Americas,PC,Paradox Interactive,14543,2010,67%,0%,0%,33%,0.02,0.03,0,0,1,0.01
Strategy,Sins of a Solar Empire: Trinity,PC,Kalypso Media,14065,2010,75%,0%,0%,25%,0.03,0.04,0,0,1,0.01
Strategy,Worms Reloaded,PC,Team17 Software,13230,2010,80%,0%,0%,20%,0.04,0.05,0,0,1,0.01
Strategy,Supreme Commander 2,PC,Square Enix,7800,2010,79%,0%,0%,21%,0.15,0.19,0,0,1,0.04
Strategy,"R,U,S,E,",PC,Ubisoft,6254,2010,68%,0%,14%,18%,0.19,0.28,0,0.04,1,0.05
Strategy,The Settlers 7: Paths to a Kingdom,PC,Ubisoft,5621,2010,81%,0%,0%,19%,0.26,0.32,0,0,1,0.06
Strategy,Napoleon: Total War,PC,Sega,3075,2010,79%,0%,3%,18%,0.52,0.66,0,0.02,1,0.12
Strategy,Sid Meier's Civilization V,PC,Take-Two Interactive,1071,2010,31%,0%,58%,11%,0.52,1.69,0,0.98,1,0.19
Strategy,Dungeons - The Dark Lord,PC,Kalypso Media,15698,2011,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,Majesty 2 Collection,PC,Paradox Interactive,15837,2011,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,Sengoku,PC,Paradox Interactive,15968,2011,50%,0%,0%,0%,0.01,0.02,0,0,1,0
Strategy,STORM: Frontline Nation,PC,Unknown,16535,2011,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Trapped Dead,PC,Iceberg Interactive,15420,2011,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,King Arthur II,PC,Paradox Interactive,14724,2011,67%,0%,0%,0%,0.02,0.03,0,0,1,0
Strategy,Worms: Ultimate Mayhem,PC,Unknown,13985,2011,75%,0%,0%,0%,0.03,0.04,0,0,1,0
Strategy,Stronghold 3,PC,N/A,8505,2011,63%,0%,38%,0%,0.1,0.16,0,0.06,1,0
Strategy,Dungeons,PC,Kalypso Media,10841,2011,22%,0%,78%,11%,0.02,0.09,0,0.07,1,0.01
Strategy,A Game of Thrones: Genesis,PC,Focus Home Interactive,14078,2011,75%,0%,0%,25%,0.03,0.04,0,0,1,0.01
Strategy,Supreme Ruler: Cold War,PC,Paradox Interactive,14112,2011,100%,0%,0%,33%,0.03,0.03,0,0,1,0.01
Strategy,Men of War: Vietnam,PC,Unknown,13711,2011,75%,0%,0%,25%,0.03,0.04,0,0,1,0.01
Strategy,Men of War: Assault Squad,PC,1C Company,13059,2011,60%,0%,20%,20%,0.03,0.05,0,0.01,1,0.01
Strategy,Age of Empires Online,PC,Microsoft Game Studios,12362,2011,67%,0%,17%,17%,0.04,0.06,0,0.01,1,0.01
Strategy,Cities XL 2012,PC,Focus Home Interactive,12157,2011,71%,0%,14%,14%,0.05,0.07,0,0.01,1,0.01
Strategy,"Warhammer 40,000: Dawn of War II - Retribution",PC,THQ,11487,2011,75%,0%,0%,25%,0.06,0.08,0,0,1,0.02
Strategy,Stronghold Kingdoms,PC,DTP Entertainment,10102,2011,91%,0%,0%,18%,0.1,0.11,0,0,1,0.02
Strategy,Tropico 4,PC,Kalypso Media,6343,2011,48%,0%,37%,15%,0.13,0.27,0,0.1,1,0.04
Strategy,Total War: Shogun 2,PC,Sega,3400,2011,53%,0%,32%,15%,0.31,0.59,0,0.19,1,0.09
Strategy,Anno 2070,PC,Ubisoft,1322,2011,78%,0%,0%,22%,1.13,1.45,0,0,1,0.32
Strategy,End of Nations,PC,Trion Worlds,16569,2012,0%,0%,100%,0%,0,0.01,0,0.01,1,0
Strategy,The Train Giant,PC,Ascaron Entertainment,16292,2012,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Oil Rush,PC,Iceberg Interactive,15352,2012,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Tropico 4: Modern Times,PC,Kalypso Media,14996,2012,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Strategy,Total War: Shogun 2 - Fall of the Samurai,PC,Sega,7643,2012,50%,0%,35%,15%,0.1,0.2,0,0.07,1,0.03
Strategy,XCOM: Enemy Unknown,PC,Take-Two Interactive,2826,2012,50%,0%,36%,14%,0.36,0.72,0,0.26,1,0.1
Strategy,Company of Heroes 2,PC,THQ,5244,2013,69%,0%,17%,14%,0.25,0.36,0,0.06,1,0.05
Strategy,Total War: Rome II,PC,Sega,2730,2013,70%,0%,16%,14%,0.53,0.76,0,0.12,1,0.11
Strategy,StarCraft II: Heart of the Swarm,PC,Activision,1094,2013,39%,0%,49%,11%,0.65,1.67,0,0.82,1,0.19
Strategy,Sid Meier's Civilization: Beyond Earth,PC,Take-Two Interactive,5152,2014,59%,0%,30%,8%,0.22,0.37,0,0.11,1,0.03
Strategy,Act of Aggression,PC,Focus Home Interactive,16364,2015,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,War for the Overworld,PC,Unknown,16289,2015,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Grand Ages: Medieval,PC,Kalypso Media,13300,2015,80%,0%,0%,0%,0.04,0.05,0,0,1,0
Strategy,Civilization Beyond Earth: Rising Tide,PC,Take-Two Interactive,13918,2015,100%,0%,0%,0%,0.04,0.04,0,0,1,0
Strategy,Might & Magic Heroes VII,PC,Ubisoft,11214,2015,89%,0%,0%,0%,0.08,0.09,0,0,1,0
Strategy,Anno 2205,PC,Ubisoft,6745,2015,88%,0%,8%,4%,0.22,0.25,0,0.02,1,0.01
Strategy,Total War: Attila,PC,Sega,6989,2015,57%,0%,39%,9%,0.13,0.23,0,0.09,1,0.02
Strategy,StarCraft II: Legacy of the Void,PC,Activision,3890,2015,57%,0%,35%,8%,0.29,0.51,0,0.18,1,0.04
Strategy,Total War Attila: Tyrants & Kings,PC,Koch Media,16477,2016,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Battle Worlds: Kronos,PC,Nordic Games,16054,2016,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Codename: Panzers Complete Collection,PC,Nordic Games,16558,2016,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Strategy,Hearts of Iron IV,PC,Paradox Interactive,14386,2016,100%,0%,0%,0%,0.03,0.03,0,0,1,0
Strategy,Stellaris,PC,Paradox Interactive,14638,2016,100%,0%,0%,0%,0.03,0.03,0,0,1,0
Strategy,Total War: WARHAMMER,PC,Sega,10593,2016,100%,0%,0%,10%,0.1,0.1,0,0,1,0.01
Strategy,XCOM 2,PC,Take-Two Interactive,7566,2016,50%,0%,45%,10%,0.1,0.2,0,0.09,1,0.02
Strategy,"A, IV Evolution: A Ressha de Ikou 4",PS,ArtDink,6643,1994,0%,96%,0%,8%,0,0.25,0.24,0,1,0.02
Strategy,X-COM: UFO Defense,PS,Microprose,10877,1995,44%,0%,56%,11%,0.04,0.09,0,0.05,1,0.01
Strategy,Romance of the Three Kingdoms IV: Wall of Fire,PS,Tecmo Koei,9462,1995,23%,31%,38%,8%,0.03,0.13,0.04,0.05,1,0.01
Strategy,Carnage Heart,PS,Sony Computer Entertainment,10380,1995,9%,82%,9%,9%,0.01,0.11,0.09,0.01,1,0.01
Strategy,Sengoku Cyber: Fujimaru Jigokuhen,PS,Sony Computer Entertainment,9980,1995,0%,92%,0%,8%,0,0.12,0.11,0,1,0.01
Strategy,Sentou Kokka Air Land Battle,PS,Sony Computer Entertainment,9367,1995,0%,100%,0%,8%,0,0.13,0.13,0,1,0.01
Strategy,Panzer General,PS,Mindscape,6786,1995,38%,0%,58%,8%,0.09,0.24,0,0.14,1,0.02
Strategy,Meru Purana,PS,Gust,16376,1996,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Strategy,Return Fire,PS,Time Warner Interactive,10961,1996,33%,0%,56%,11%,0.03,0.09,0,0.05,1,0.01
Strategy,Warhammer: Shadow of the Horned Rat,PS,Mindscape,7879,1996,37%,0%,58%,5%,0.07,0.19,0,0.11,1,0.01
Strategy,Allied General,PS,SSI,7829,1996,37%,0%,58%,5%,0.07,0.19,0,0.11,1,0.01
Strategy,Command & Conquer,PS,Virgin Interactive,4866,1996,38%,0%,55%,8%,0.15,0.4,0,0.22,1,0.03
Strategy,Dai-4-Ji Super Robot Taisen S,PS,Banpresto,3917,1996,0%,94%,0%,6%,0,0.51,0.48,0,1,0.03
Strategy,Master of Monsters: Disciples of Gaia,PS,Agetec,14540,1997,33%,0%,67%,0%,0.01,0.03,0,0.02,1,0
Strategy,Syndicate Wars,PS,Electronic Arts,13826,1997,25%,0%,50%,0%,0.01,0.04,0,0.02,1,0
Strategy,Magic: The Gathering - Battlemage,PS,Acclaim Entertainment,9718,1997,42%,0%,58%,8%,0.05,0.12,0,0.07,1,0.01
Strategy,Front Mission Alternative,PS,SquareSoft,9060,1997,0%,93%,0%,7%,0,0.14,0.13,0,1,0.01
Strategy,Mobile Suit Gundam: Perfect One Year War,PS,Namco Bandai Games,8942,1997,0%,93%,0%,7%,0,0.15,0.14,0,1,0.01
Strategy,Princess Maker: Yumemiru Yosei,PS,Sony Computer Entertainment,7909,1997,0%,95%,0%,5%,0,0.19,0.18,0,1,0.01
Strategy,WarCraft II: The Dark Saga,PS,Electronic Arts,5705,1997,39%,0%,58%,6%,0.12,0.31,0,0.18,1,0.02
Strategy,SD Gundam G Century,PS,Namco Bandai Games,6000,1997,0%,93%,0%,7%,0,0.29,0.27,0,1,0.02
Strategy,Shin Super Robot Taisen Special Disk,PS,Banpresto,5673,1997,0%,94%,0%,6%,0,0.32,0.3,0,1,0.02
Strategy,Command & Conquer: Red Alert,PS,Virgin Interactive,4727,1997,39%,0%,56%,7%,0.16,0.41,0,0.23,1,0.03
Strategy,Pet in TV,PS,Sony Computer Entertainment,4812,1997,0%,95%,0%,8%,0,0.4,0.38,0,1,0.03
Strategy,Front Mission 2,PS,SquareSoft,3802,1997,0%,92%,0%,6%,0,0.53,0.49,0,1,0.03
Strategy,Battle Stations,PS,Electronic Arts,2643,1997,37%,0%,55%,6%,0.29,0.78,0,0.43,1,0.05
Strategy,Warhammer: Dark Omen,PS,Electronic Arts,13861,1998,25%,0%,50%,0%,0.01,0.04,0,0.02,1,0
Strategy,Nectaris: Military Madness,PS,Hudson Soft,14518,1998,33%,0%,67%,0%,0.01,0.03,0,0.02,1,0
Strategy,Trap Gunner: Countdown to Oblivion,PS,Konami Digital Entertainment,14154,1998,33%,0%,67%,0%,0.01,0.03,0,0.02,1,0
Strategy,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,Tecmo Koei,13317,1998,40%,0%,60%,0%,0.02,0.05,0,0.03,1,0
Strategy,Vanguard Bandits,PS,Human Entertainment,11960,1998,43%,0%,57%,0%,0.03,0.07,0,0.04,1,0
Strategy,Angelique Duet,PS,Tecmo Koei,13499,1998,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Strategy,Ojyousama Express,PS,Media Works,12249,1998,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Strategy,Brigandine: The Legend of Forsena,PS,Atlus,10986,1998,33%,0%,56%,11%,0.03,0.09,0,0.05,1,0.01
Strategy,Populous: The Beginning,PS,Electronic Arts,10860,1998,44%,0%,56%,11%,0.04,0.09,0,0.05,1,0.01
Strategy,The Unholy War,PS,Eidos Interactive,9434,1998,38%,0%,54%,8%,0.05,0.13,0,0.07,1,0.01
Strategy,Chessmaster II,PS,Mindscape,8889,1998,40%,0%,53%,7%,0.06,0.15,0,0.08,1,0.01
Strategy,Theme Hospital,PS,Electronic Arts,11219,1998,22%,33%,33%,11%,0.02,0.09,0.03,0.03,1,0.01
Strategy,Neo Atlas,PS,ArtDink,10824,1998,0%,100%,0%,11%,0,0.09,0.09,0,1,0.01
Strategy,Kartia: The Word of Fate,PS,Konami Digital Entertainment,7247,1998,14%,55%,23%,5%,0.03,0.22,0.12,0.05,1,0.01
Strategy,Project V6,PS,General Entertainment,9127,1998,0%,93%,0%,7%,0,0.14,0.13,0,1,0.01
Strategy,Houshinengi,PS,Tecmo Koei,9277,1998,0%,93%,0%,7%,0,0.14,0.13,0,1,0.01
Strategy,Civilization II,PS,Activision,6222,1998,39%,0%,54%,7%,0.11,0.28,0,0.15,1,0.02
Strategy,Kagero: Deception II,PS,Virgin Interactive,5992,1998,7%,76%,10%,7%,0.02,0.29,0.22,0.03,1,0.02
Strategy,Command & Conquer: Red Alert Retaliation,PS,Virgin Interactive,2909,1998,39%,0%,56%,7%,0.27,0.7,0,0.39,1,0.05
Strategy,SD Gundam G Generation,PS,Namco Bandai Games,2833,1998,0%,93%,0%,7%,0,0.72,0.67,0,1,0.05
Strategy,Builder's Block,PS,EON Digital Entertainment,16242,1999,0%,0%,100%,0%,0,0.01,0,0.01,1,0
Strategy,Battle Hunter,PS,Midas Interactive Entertainment,13908,1999,25%,0%,50%,0%,0.01,0.04,0,0.02,1,0
Strategy,Saiyuki: Journey West,PS,Tecmo Koei,13274,1999,40%,0%,60%,0%,0.02,0.05,0,0.03,1,0
Strategy,Vandal Hearts II,PS,Konami Digital Entertainment,10513,1999,40%,0%,60%,10%,0.04,0.1,0,0.06,1,0.01
Strategy,LEGO Rock Raiders,PS,LEGO Media,10658,1999,40%,0%,60%,10%,0.04,0.1,0,0.06,1,0.01
Strategy,Digimon Digital Card Battle,PS,Namco Bandai Games,10394,1999,36%,0%,55%,9%,0.04,0.11,0,0.06,1,0.01
Strategy,Railroad Tycoon II,PS,PopTop Software,10327,1999,36%,0%,55%,9%,0.04,0.11,0,0.06,1,0.01
Strategy,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,Namco Bandai Games,8283,1999,0%,94%,0%,6%,0,0.17,0.16,0,1,0.01
Strategy,Nobunaga no Yabou: Reppuuden,PS,Tecmo Koei,7639,1999,0%,95%,0%,5%,0,0.2,0.19,0,1,0.01
Strategy,Super Robot Taisen F Kanketsuhen,PS,Banpresto,7098,1999,0%,91%,0%,4%,0,0.23,0.21,0,1,0.01
Strategy,Dune 2000,PS,Electronic Arts,6746,1999,36%,0%,56%,8%,0.09,0.25,0,0.14,1,0.02
Strategy,Super Robot Taisen Complete Box,PS,Banpresto,5751,1999,0%,94%,0%,6%,0,0.31,0.29,0,1,0.02
Strategy,Front Mission 3,PS,SquareSoft,3866,1999,13%,60%,19%,6%,0.07,0.52,0.31,0.1,1,0.03
Strategy,Sim Theme Park,PS,Electronic Arts,3193,1999,38%,0%,56%,6%,0.24,0.63,0,0.35,1,0.04
Strategy,SD Gundam G Generation Zero,PS,Namco Bandai Games,3668,1999,0%,93%,0%,7%,0,0.55,0.51,0,1,0.04
Strategy,Worms Armageddon,PS,Microprose,1952,1999,76%,0%,17%,8%,0.81,1.06,0,0.18,1,0.08
Strategy,Hogs of War,PS,Infogrames,15505,2000,50%,0%,50%,0%,0.01,0.02,0,0.01,1,0
Strategy,SD Gundam G Generation-F,PS,Namco Bandai Games,5020,2000,0%,95%,0%,5%,0,0.38,0.36,0,1,0.02
Strategy,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,Namco Bandai Games,3518,2000,0%,95%,0%,7%,0,0.57,0.54,0,1,0.04
Strategy,Super Robot Taisen Î±,PS,Banpresto,2587,2000,0%,94%,0%,6%,0,0.8,0.75,0,1,0.05
Strategy,Chess,PS,Success,10862,2001,44%,0%,56%,11%,0.04,0.09,0,0.05,1,0.01
Strategy,"SD Gundam G Generation-F,I,F",PS,Namco Bandai Games,9922,2001,0%,92%,0%,8%,0,0.12,0.11,0,1,0.01
Strategy,Super Robot Taisen Î± Gaiden,PS,Banpresto,3283,2001,0%,94%,0%,6%,0,0.62,0.58,0,1,0.04
Strategy,Star Trek: Conquest,PS2,Bethesda Softworks,10047,,36%,0%,55%,9%,0.04,0.11,0,0.06,1,0.01
Strategy,A-Train 6,PS2,Midas Interactive Entertainment,12773,2000,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Strategy,Ring of Red,PS2,Konami Digital Entertainment,10066,2000,36%,0%,55%,9%,0.04,0.11,0,0.06,1,0.01
Strategy,Romance of the Three Kingdoms VII,PS2,Tecmo Koei,5685,2000,19%,50%,25%,6%,0.06,0.32,0.16,0.08,1,0.02
Strategy,Theme Park Roller Coaster,PS2,Electronic Arts,4125,2000,38%,0%,48%,13%,0.18,0.48,0,0.23,1,0.06
Strategy,Kessen,PS2,Electronic Arts,2184,2000,22%,43%,28%,7%,0.21,0.95,0.41,0.27,1,0.07
Strategy,MetropolisMania,PS2,Natsume,11250,2001,33%,0%,44%,11%,0.03,0.09,0,0.04,1,0.01
Strategy,Kessen II,PS2,THQ,4243,2001,22%,43%,28%,7%,0.1,0.46,0.2,0.13,1,0.03
Strategy,Culdcept,PS2,Sega,14556,2002,33%,0%,33%,0%,0.01,0.03,0,0.01,1,0
Strategy,Nobunaga no Yabou: Ranseiki,PS2,Tecmo Koei,9589,2002,0%,100%,0%,0%,0,0.13,0.13,0,1,0
Strategy,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,Namco Bandai Games,5006,2002,0%,100%,0%,0%,0,0.38,0.38,0,1,0
Strategy,SD Gundam G Generation Neo,PS2,Namco Bandai Games,3549,2002,0%,100%,0%,0%,0,0.57,0.57,0,1,0
Strategy,Super Robot Taisen Impact,PS2,Banpresto,3129,2002,0%,100%,0%,0%,0,0.65,0.65,0,1,0
Strategy,"P,T,O, IV: Pacific Theater of Operations",PS2,Tecmo Koei,11701,2002,38%,0%,50%,13%,0.03,0.08,0,0.04,1,0.01
Strategy,Army Men: RTS,PS2,3DO,10162,2002,36%,0%,45%,9%,0.04,0.11,0,0.05,1,0.01
Strategy,Romance of the Three Kingdoms VIII,PS2,Tecmo Koei,5881,2002,13%,63%,17%,3%,0.04,0.3,0.19,0.05,1,0.01
Strategy,Commandos 2: Men of Courage,PS2,Eidos Interactive,8139,2002,39%,0%,50%,11%,0.07,0.18,0,0.09,1,0.02
Strategy,Dynasty Tactics,PS2,Tecmo Koei,6062,2002,17%,55%,21%,7%,0.05,0.29,0.16,0.06,1,0.02
Strategy,Conflict Zone,PS2,Ubisoft,7356,2002,38%,0%,48%,14%,0.08,0.21,0,0.1,1,0.03
Strategy,Super Robot Taisen: Scramble Commander,PS2,Banpresto,7796,2003,0%,100%,0%,0%,0,0.19,0.19,0,1,0
Strategy,Dai-2-Ji Super Robot Taisen Î±,PS2,Banpresto,3382,2003,0%,100%,0%,0%,0,0.6,0.6,0,1,0
Strategy,Romance of the Three Kingdoms IX,PS2,Tecmo Koei,11948,2003,43%,0%,43%,14%,0.03,0.07,0,0.03,1,0.01
Strategy,Dynasty Tactics 2,PS2,Tecmo Koei,10281,2003,36%,0%,45%,9%,0.04,0.11,0,0.05,1,0.01
Strategy,Worms 3D,PS2,Sega,9683,2003,42%,0%,50%,17%,0.05,0.12,0,0.06,1,0.02
Strategy,Goblin Commander: Unleash the Horde,PS2,Jaleco,8290,2003,41%,0%,47%,12%,0.07,0.17,0,0.08,1,0.02
Strategy,Robin Hood: Defender of the Crown,PS2,Capcom,7963,2003,37%,0%,47%,11%,0.07,0.19,0,0.09,1,0.02
Strategy,Aliens versus Predator: Extinction,PS2,Electronic Arts,7820,2003,37%,0%,47%,11%,0.07,0.19,0,0.09,1,0.02
Strategy,Gladius,PS2,Activision,7669,2003,40%,0%,50%,15%,0.08,0.2,0,0.1,1,0.03
Strategy,Front Mission 4,PS2,Square Enix,3707,2003,20%,46%,26%,7%,0.11,0.54,0.25,0.14,1,0.04
Strategy,Risk: Global Domination,PS2,Atari,5029,2003,39%,0%,50%,13%,0.15,0.38,0,0.19,1,0.05
Strategy,Nobunaga's Ambition: Rise to Power,PS2,Tecmo Koei,11430,2004,0%,100%,0%,0%,0,0.08,0.08,0,1,0
Strategy,SD Gundam G Generation Seed,PS2,Namco Bandai Games,4870,2004,0%,100%,0%,0%,0,0.4,0.4,0,1,0
Strategy,Super Robot Taisen MX,PS2,Banpresto,3983,2004,0%,100%,0%,0%,0,0.5,0.5,0,1,0
Strategy,Future Tactics: The Uprising,PS2,Crave Entertainment,12155,2004,43%,0%,43%,14%,0.03,0.07,0,0.03,1,0.01
Strategy,Stella Deus: The Gate of Eternity,PS2,505 Games,11694,2004,38%,0%,50%,13%,0.03,0.08,0,0.04,1,0.01
Strategy,Wrath Unleashed,PS2,LucasArts,11830,2004,43%,0%,57%,14%,0.03,0.07,0,0.04,1,0.01
Strategy,Kessen III,PS2,Tecmo Koei,11822,2004,43%,0%,57%,14%,0.03,0.07,0,0.04,1,0.01
Strategy,Worms Forts: Under Siege,PS2,Acclaim Entertainment,10180,2004,36%,0%,45%,9%,0.04,0.11,0,0.05,1,0.01
Strategy,Duel Masters,PS2,Atari,6418,2004,37%,0%,48%,11%,0.1,0.27,0,0.13,1,0.03
Strategy,Front Mission 5: Scars of the War,PS2,Square Enix,7399,2005,0%,100%,0%,0%,0,0.21,0.21,0,1,0
Strategy,Dai-3-Ji Super Robot Taisen Î±: Shuuen no Ginga e,PS2,Banpresto,3389,2005,0%,100%,0%,0%,0,0.59,0.59,0,1,0
